MicroMag 2900/3900 Data File (Series 0016.002)
Direct moment vs. field; First-order reversal curves
Generated by Lake Shore 8600 series VSM software version 1.3

INSTRUMENT
Configuration			VSM
-0.221, -1.03978432210392E-5
-0.218, -1.03508876415515E-5
-0.215, -1.03045147635222E-5
-0.212, -1.02569078128568E-5
-0.209, -1.0202606169574E-5
-0.206, -1.01514029237357E-5
-0.203, -1.00935343543017E-5
-0.2, -1.00380126040326E-5
-0.197, -9.97945719824267E-6
-0.194, -9.91881234063677E-6
-0.191, -9.85787121665765E-6
-0.188, -9.79169064249384E-6
-0.185, -9.72458215669447E-6
-0.182, -9.65199342392581E-6
-0.179, -9.58194647148306E-6
-0.176, -9.50572928092515E-6
-0.173, -9.43073820739806E-6
-0.17, -9.35183795369477E-6
-0.167, -9.2713288796775E-6
-0.164, -9.18748362825152E-6
-0.161, -9.09969579667261E-6
-0.158, -9.00808532084336E-6
-0.155, -8.91936789707472E-6
-0.152, -8.82170007505968E-6
-0.149, -8.72193425010905E-6
-0.146, -8.62510422852189E-6
-0.143, -8.5188779234026E-6
-0.14, -8.41459308072044E-6
-0.137, -8.30233001697855E-6
-0.134, -8.19287323969254E-6
-0.131, -8.07598293595542E-6
-0.128, -7.95698188625846E-6
-0.125, -7.83724723926097E-6
-0.122, -7.71252471777103E-6
-0.119, -7.5849038856368E-6
-0.116, -7.45399587716361E-6
-0.113, -7.3209333342719E-6
-0.11, -7.18684592942728E-6
-0.107, -7.04297422302627E-6
-0.104, -6.90290128641134E-6
-0.101, -6.75777394928373E-6
-0.098, -6.61049177376556E-6
-0.095, -6.46028661794239E-6
-0.092, -6.30580180892174E-6
-0.089, -6.14901041852214E-6
-0.0860000000000001, -5.98782186451684E-6
-0.083, -5.82674367472857E-6
-0.08, -5.66052133764098E-6
-0.077, -5.49422345576193E-6
-0.0740000000000001, -5.32243371127143E-6
-0.071, -5.14860354442885E-6
-0.068, -4.97206190523977E-6
-0.065, -4.79244610782696E-6
-0.062, -4.61081495743671E-6
-0.059, -4.42766997867869E-6
-0.056, -4.2411176741365E-6
-0.053, -4.05330543288338E-6
-0.0500000000000001, -3.85626368674551E-6
-0.047, -3.66463287473959E-6
-0.044, -3.46709990552993E-6
-0.041, -3.26755967137749E-6
-0.038, -3.06496420036873E-6
-0.035, -2.85879039191484E-6
-0.032, -2.64918102717152E-6
-0.029, -2.43949226622542E-6
-0.026, -2.22620238886384E-6
-0.023, -2.00830188654008E-6
-0.02, -1.78813290837522E-6
-0.017, -1.56341602633476E-6
-0.014, -1.33332301067612E-6
-0.011, -1.10008854355785E-6
-0.00800000000000003, -8.61734021930864E-7
-0.00500000000000003, -6.22024137296578E-7
-0.00200000000000003, -3.75390128399188E-7
0.000999999999999973, -1.24135496686204E-7
0.00399999999999998, 1.33421717546266E-7
0.00699999999999998, 3.89214979291538E-7
0.00999999999999998, 6.43244445131763E-7
0.013, 8.89525376160523E-7
0.016, 1.13679208668159E-6
0.019, 1.37538630165413E-6
0.022, 1.61385592344376E-6
0.025, 1.8531734746723E-6
0.0279999999999999, 2.07743240991115E-6
0.0309999999999999, 2.30660105229822E-6
0.0339999999999999, 2.52763389128661E-6
0.0369999999999999, 2.74758481994954E-6
0.04, 2.962299672239E-6
0.043, 3.1745918231032E-6
0.046, 3.38500148959959E-6
0.049, 3.5879280816651E-6
0.052, 3.78807991028641E-6
0.055, 3.99219875474873E-6
0.058, 4.18518228071263E-6
0.061, 4.38169415838234E-6
0.064, 4.57079488795192E-6
0.067, 4.75803535924665E-6
0.07, 4.93934761520401E-6
0.073, 5.12119646353715E-6
0.076, 5.29997396278961E-6
0.079, 5.47903323903661E-6
0.082, 5.64995937977999E-6
0.085, 5.81847092375624E-6
0.088, 5.98531495187156E-6
0.0909999999999999, 6.14703860823988E-6
0.0939999999999999, 6.30667626830436E-6
0.0969999999999999, 6.46400506430817E-6
0.1, 6.61729691499876E-6
0.103, 6.7708750443946E-6
0.106, 6.9192461354576E-6
0.109, 7.06165671230381E-6
0.112, 7.20318293190278E-6
0.115, 7.34267526336565E-6
0.118, 7.48148655757858E-6
0.121, 7.61303492262939E-6
0.124, 7.74086188026095E-6
0.127, 7.86992923114327E-6
0.13, 7.99138229432311E-6
0.133, 8.11534136062001E-6
0.136, 8.23236057255251E-6
0.139, 8.34470593707717E-6
0.142, 8.45903436617722E-6
0.145, 8.56394447364304E-6
0.148, 8.6715244245125E-6
0.151, 8.77246542342119E-6
0.154, 8.87586717385614E-6
0.157, 8.97268543993468E-6
0.16, 9.06713478578444E-6
0.163, 9.15792105429925E-6
0.166, 9.2443067823107E-6
0.169, 9.33092991057986E-6
0.172, 9.41761867911303E-6
0.175, 9.49664242166135E-6
0.178, 9.57584329003464E-6
0.181, 9.65151076420311E-6
0.184, 9.72528650773648E-6
0.187, 9.79541488224685E-6
0.19, 9.86302910544475E-6
0.193, 9.92981394086826E-6
0.196, 9.99580001577253E-6
0.199, 1.00582523709453E-5
0.202, 1.01158551572093E-5
0.205, 1.0174247560739E-5
0.208, 1.02315541565975E-5
0.211, 1.02865533549633E-5
0.214, 1.03385947346597E-5
0.217, 1.0390115169967E-5
0.22, 1.04363906547781E-5
0.223, 1.04840548098688E-5
0.226, 1.05303444221465E-5
0.229, 1.05757767330851E-5
0.232, 1.06161159892658E-5
0.235, 1.06610685690092E-5
0.238, 1.06994985202423E-5
0.241, 1.07364323610617E-5
0.244, 1.07756990838349E-5
0.247, 1.08114970340171E-5
0.25, 1.08490757562016E-5
0.253, 1.08781844624816E-5
0.256, 1.09154936436295E-5
0.259, 1.09473640599876E-5
0.262, 1.09748809271551E-5
0.265, 1.10057056586119E-5
0.268, 1.10356349972334E-5
0.271, 1.10630587394438E-5
0.274, 1.10918358674876E-5
0.277, 1.11187621184654E-5
0.28, 1.11438868958303E-5
0.283, 1.11692696019391E-5
0.286, 1.11952066479979E-5
0.289, 1.1219112084232E-5
0.292, 1.12413126855073E-5
0.295, 1.12675964445862E-5
0.298, 1.12853779792295E-5
0.301, 1.1309444243237E-5
0.304, 1.13315965470107E-5
0.307, 1.13548910144338E-5
0.31, 1.13728069562751E-5
0.313, 1.13941639256552E-5
0.316, 1.14168798661906E-5
0.319, 1.14339803940674E-5
0.322, 1.14531305834625E-5
0.325, 1.14725745121771E-5
0.328, 1.14929383067402E-5
0.331, 1.15129192573764E-5
0.334, 1.15276736930221E-5
0.337, 1.15467922328476E-5
0.34, 1.15637099915843E-5
0.343, 1.15819246222381E-5

0.439347028566436, 1.20320356543212E-5

-0.266, -1.09404499159468E-5
-0.263, -1.09115257035304E-5
-0.26, -1.08846236861111E-5
-0.257, -1.08536626415415E-5
-0.254, -1.08225378645093E-5
-0.251, -1.07894155125167E-5
-0.248, -1.07559866854239E-5
-0.245, -1.07193660543117E-5
-0.242, -1.06847581004363E-5
-0.239, -1.06501760042274E-5
-0.236, -1.06111040041646E-5
-0.233, -1.05718923002371E-5
-0.23, -1.05304870649753E-5
-0.227, -1.04874433081889E-5
-0.224, -1.04449941968684E-5
-0.221, -1.04015853402697E-5
-0.218, -1.03528169789243E-5
-0.215, -1.03068921300649E-5
-0.212, -1.02579915667583E-5
-0.209, -1.02019570828955E-5
-0.206, -1.01543539777197E-5
-0.203, -1.00952344317259E-5
-0.2, -1.00420928817078E-5
-0.197, -9.9821422676319E-6
-0.194, -9.92126610463735E-6
-0.191, -9.85622355128715E-6
-0.188, -9.79212079768295E-6
-0.185, -9.7243322408664E-6
-0.182, -9.65566386305607E-6
-0.179, -9.58464675994752E-6
-0.176, -9.51012889191426E-6
-0.173, -9.43206809363464E-6
-0.17, -9.35537380433119E-6
-0.167, -9.27300043080156E-6
-0.164, -9.18798448475009E-6
-0.161, -9.10074622171016E-6
-0.158, -9.01250481083476E-6
-0.155, -8.92246458281657E-6
-0.152, -8.82545744636845E-6
-0.149, -8.72733669791155E-6
-0.146, -8.62456658594131E-6
-0.143, -8.52187780946912E-6
-0.14, -8.41506155178393E-6
-0.137, -8.30748810613929E-6
-0.134, -8.19311733835892E-6
-0.131, -8.07574133188003E-6
-0.128, -7.95868101073773E-6
-0.125, -7.83957880143285E-6
-0.122, -7.71382381224005E-6
-0.119, -7.58663928000953E-6
-0.116, -7.45483175926009E-6
-0.113, -7.32224155709941E-6
-0.11, -7.1847027170118E-6
-0.107, -7.04922988998346E-6
-0.104, -6.90776308744936E-6
-0.101, -6.75890330893056E-6
-0.098, -6.61420870399991E-6
-0.095, -6.46353479736812E-6
-0.092, -6.30651517204452E-6
-0.0890000000000001, -6.14945457827107E-6
-0.0860000000000001, -5.9909986889423E-6
-0.083, -5.82773443921958E-6
-0.08, -5.66255371857918E-6
-0.077, -5.49497768917769E-6
-0.0740000000000001, -5.32367887000044E-6
-0.071, -5.14992864459164E-6
-0.068, -4.97398805005818E-6
-0.065, -4.79620558213235E-6
-0.062, -4.61273322339853E-6
-0.059, -4.42783230678681E-6
-0.0560000000000001, -4.2397282596281E-6
-0.053, -4.04912657723417E-6
-0.0500000000000001, -3.85821010491856E-6
-0.047, -3.66511698439994E-6
-0.044, -3.46856865341077E-6
-0.041, -3.26692227432063E-6
-0.038, -3.067282354799E-6
-0.035, -2.85881206324413E-6
-0.032, -2.64902330504774E-6
-0.029, -2.44189130799303E-6
-0.026, -2.22637979975935E-6
-0.023, -2.00990933702636E-6
-0.02, -1.78718862103003E-6
-0.017, -1.56177216023383E-6
-0.014, -1.33176031451331E-6
-0.011, -1.10028699213163E-6
-0.00800000000000003, -8.63936360212516E-7
-0.00500000000000003, -6.23825294593856E-7
-0.00200000000000003, -3.7525780185617E-7
0.000999999999999973, -1.2125481344907E-7
0.00399999999999998, 1.35171541761798E-7
0.00699999999999998, 3.85216848585553E-7
0.00999999999999998, 6.4343330353914E-7
0.013, 8.91317768303306E-7
0.016, 1.13612515473596E-6
0.019, 1.37940222754452E-6
0.022, 1.61671338024778E-6
0.0249999999999999, 1.8504525326457E-6
0.0279999999999999, 2.08125594072256E-6
0.0309999999999999, 2.30537692604923E-6
0.0339999999999999, 2.52652945907191E-6
0.0369999999999999, 2.74685906647438E-6
0.04, 2.96140298895684E-6
0.043, 3.17523390783379E-6
0.046, 3.38261840500082E-6
0.049, 3.58989845258438E-6
0.052, 3.78966859707413E-6
0.055, 3.99218544368164E-6
0.058, 4.18673747390408E-6
0.061, 4.38100027738467E-6
0.064, 4.56802522366461E-6
0.067, 4.75902598226169E-6
0.07, 4.94358436278958E-6
0.073, 5.12126532857452E-6
0.076, 5.30274257647952E-6
0.079, 5.47855752270242E-6
0.082, 5.6485062438057E-6
0.085, 5.81756204638723E-6
0.0879999999999999, 5.98148898677711E-6
0.0909999999999999, 6.14670516254181E-6
0.0939999999999999, 6.30757331556666E-6
0.0969999999999999, 6.46638753749203E-6
0.1, 6.61753834871063E-6
0.103, 6.76924498106114E-6
0.106, 6.91951182497181E-6
0.109, 7.06156773074173E-6
0.112, 7.20400616374467E-6
0.115, 7.34439964099936E-6
0.118, 7.48042418857327E-6
0.121, 7.61320216502014E-6
0.124, 7.74131943653484E-6
0.127, 7.86932302922704E-6
0.13, 7.99327201437914E-6
0.133, 8.1145870183712E-6
0.136, 8.23091182294802E-6
0.139, 8.34476630134064E-6
0.142, 8.45603659579547E-6
0.145, 8.56527732152697E-6
0.148, 8.67148966178535E-6
0.151, 8.7729451615117E-6
0.154, 8.87657759705438E-6
0.157, 8.96971564095469E-6
0.16, 9.06270657169807E-6
0.163, 9.15597843628618E-6
0.166, 9.2442452474414E-6
0.169, 9.33088469829905E-6
0.172, 9.41502212365898E-6
0.175, 9.49462733642408E-6
0.178, 9.57484042773704E-6
0.181, 9.65038179463311E-6
0.184, 9.7232716530877E-6
0.187, 9.79671610664281E-6
0.19, 9.86330817295984E-6
0.193, 9.92969404254352E-6
0.196, 9.99635103721756E-6
0.199, 1.00544082554706E-5
0.202, 1.01169535263367E-5
0.205, 1.01758457870523E-5
0.208, 1.02316190102814E-5
0.211, 1.0283689159241E-5
0.214, 1.03383037752284E-5
0.217, 1.03866728770372E-5
0.22, 1.04372748306246E-5
0.223, 1.04839791466717E-5
0.226, 1.05312661191295E-5
0.229, 1.05761994410688E-5
0.232, 1.06157531590378E-5
0.235, 1.06570376552695E-5
0.238, 1.06995177464827E-5
0.241, 1.07358446882437E-5
0.244, 1.07765114588006E-5
0.247, 1.08111910089046E-5
0.25, 1.08459702441887E-5
0.253, 1.08786394730012E-5
0.256, 1.0911957937444E-5
0.259, 1.09456906352538E-5
0.262, 1.09772508974936E-5
0.265, 1.10049155529854E-5
0.268, 1.10371748606706E-5
0.271, 1.10630798836491E-5
0.274, 1.10921333851378E-5
0.277, 1.11182912734219E-5
0.28, 1.11441988301744E-5
0.283, 1.11706966419279E-5
0.286, 1.11961322113935E-5
0.289, 1.12192531156406E-5
0.292, 1.12440396212926E-5
0.295, 1.12651555295742E-5
0.298, 1.12908047260752E-5
0.301, 1.13114991221344E-5
0.304, 1.13369287636688E-5
0.307, 1.13526786823062E-5
0.31, 1.1376513612226E-5
0.313, 1.1396613662527E-5
0.316, 1.14169826310261E-5
0.319, 1.14354671990446E-5
0.322, 1.1456881698581E-5
0.325, 1.14748808103789E-5
0.328, 1.149264061413E-5
0.331, 1.1509883268314E-5
0.334, 1.15313894935157E-5
0.337, 1.15468469285052E-5
0.34, 1.15654137304106E-5
0.343, 1.15837618290952E-5
0.346, 1.15973152384211E-5

0.439346936110013, 1.20323243463713E-5

-0.269, -1.09710035085681E-5
-0.266, -1.09457619218871E-5
-0.263, -1.0917730350202E-5
-0.26, -1.08837580829286E-5
-0.257, -1.08539896937852E-5
-0.254, -1.08221348053423E-5
-0.251, -1.07915839344542E-5
-0.248, -1.07573055867665E-5
-0.245, -1.07224851851913E-5
-0.242, -1.06850558092142E-5
-0.239, -1.06497904558517E-5
-0.236, -1.06134535205212E-5
-0.233, -1.05718002921441E-5
-0.23, -1.05316760057823E-5
-0.227, -1.04897099525548E-5
-0.224, -1.0447785209224E-5
-0.221, -1.04025766499017E-5
-0.218, -1.03573863111312E-5
-0.215, -1.03096372528771E-5
-0.212, -1.0257366386288E-5
-0.209, -1.0209547191487E-5
-0.206, -1.01559182161685E-5
-0.203, -1.00986310864985E-5
-0.2, -1.0039363159162E-5
-0.197, -9.98290415476528E-6
-0.194, -9.9216702164671E-6
-0.191, -9.85946802704144E-6
-0.188, -9.79507371438855E-6
-0.185, -9.72840171512359E-6
-0.182, -9.65950306487954E-6
-0.179, -9.58628010894286E-6
-0.176, -9.51045026410051E-6
-0.173, -9.43454689617445E-6
-0.17, -9.35568287209768E-6
-0.167, -9.27548271314379E-6
-0.164, -9.18749885593229E-6
-0.161, -9.10142057703194E-6
-0.158, -9.01512681618734E-6
-0.155, -8.92017561939194E-6
-0.152, -8.8254670519747E-6
-0.149, -8.72713765450584E-6
-0.146, -8.62610449916606E-6
-0.143, -8.52450049113107E-6
-0.14, -8.41645588226659E-6
-0.137, -8.3069509501971E-6
-0.134, -8.19548385681836E-6
-0.131, -8.07972618380542E-6
-0.128, -7.9603213428968E-6
-0.125, -7.83739140267092E-6
-0.122, -7.71637818606123E-6
-0.119, -7.58813222840469E-6
-0.116, -7.45635850204304E-6
-0.113, -7.32533815890242E-6
-0.11, -7.18756737874924E-6
-0.107, -7.04775522092099E-6
-0.104, -6.90633948241213E-6
-0.101, -6.76067100652299E-6
-0.098, -6.61381042751523E-6
-0.095, -6.46223773248322E-6
-0.092, -6.30830698122831E-6
-0.0890000000000001, -6.14875720435997E-6
-0.0860000000000001, -5.9903463770163E-6
-0.083, -5.82937673136673E-6
-0.08, -5.66222301090333E-6
-0.077, -5.494736835139E-6
-0.0740000000000001, -5.32297727445457E-6
-0.071, -5.14888206996175E-6
-0.068, -4.97360865050727E-6
-0.065, -4.79328478931765E-6
-0.062, -4.61391907142186E-6
-0.0590000000000001, -4.42702624951861E-6
-0.0560000000000001, -4.24290515375683E-6
-0.053, -4.051153900928E-6
-0.0500000000000001, -3.86179218459025E-6
-0.047, -3.66609423385413E-6
-0.044, -3.46749174591802E-6
-0.041, -3.2683790125479E-6
-0.038, -3.06444155469206E-6
-0.035, -2.85897747418077E-6
-0.032, -2.65040030126921E-6
-0.0290000000000001, -2.4403786666613E-6
-0.026, -2.22555609692917E-6
-0.023, -2.00855093753384E-6
-0.02, -1.78853379760999E-6
-0.017, -1.5618339904492E-6
-0.014, -1.33335008710744E-6
-0.011, -1.10242074023422E-6
-0.00800000000000003, -8.65658578787046E-7
-0.00500000000000003, -6.22335612092669E-7
-0.00200000000000003, -3.75228338758816E-7
0.000999999999999973, -1.21704683971328E-7
0.00399999999999998, 1.32222818520008E-7
0.00699999999999998, 3.8968406653701E-7
0.00999999999999998, 6.40282195506181E-7
0.013, 8.90173871169256E-7
0.016, 1.13287195925221E-6
0.019, 1.37694495581586E-6
0.0219999999999999, 1.61282086865295E-6
0.0249999999999999, 1.84833288839541E-6
0.0279999999999999, 2.07774718484437E-6
0.0309999999999999, 2.3041632607148E-6
0.0339999999999999, 2.5291077756173E-6
0.0369999999999999, 2.74474860410722E-6
0.04, 2.9611699656637E-6
0.043, 3.17169675135092E-6
0.046, 3.3817904072753E-6
0.049, 3.58741339864691E-6
0.052, 3.78934086130126E-6
0.055, 3.99060555392344E-6
0.058, 4.18771601839908E-6
0.061, 4.3776011144092E-6
0.064, 4.57150167638699E-6
0.067, 4.7555446207683E-6
0.07, 4.94077237671162E-6
0.073, 5.12072539742419E-6
0.076, 5.29710946176776E-6
0.079, 5.4761066199176E-6
0.082, 5.64818191153326E-6
0.0849999999999999, 5.8178516517075E-6
0.0879999999999999, 5.98414194724828E-6
0.0909999999999999, 6.14642297714953E-6
0.0939999999999999, 6.30657327553052E-6
0.0969999999999999, 6.46308168714414E-6
0.1, 6.61818900777719E-6
0.103, 6.7727726742492E-6
0.106, 6.916064034456E-6
0.109, 7.06274917581663E-6
0.112, 7.2044470579048E-6
0.115, 7.3434522338863E-6
0.118, 7.48081917483316E-6
0.121, 7.61280314931147E-6
0.124, 7.74229483167626E-6
0.127, 7.86673243541337E-6
0.13, 7.99299067050949E-6
0.133, 8.11335897199598E-6
0.136, 8.23094702635152E-6
0.139, 8.34711568140497E-6
0.142, 8.45648643952974E-6
0.145, 8.56546687130187E-6
0.148, 8.66914601877965E-6
0.151, 8.77364894175379E-6
0.154, 8.87459137088414E-6
0.157, 8.97124878136521E-6
0.16, 9.06524937597351E-6
0.163, 9.15720268684789E-6
0.166, 9.2446723646805E-6
0.169, 9.33255937439468E-6
0.172, 9.41418271071615E-6
0.175, 9.49710540611581E-6
0.178, 9.57249096633658E-6
0.181, 9.64868584174728E-6
0.184, 9.72209225832728E-6
0.187, 9.79326301091878E-6
0.19, 9.86390981414297E-6
0.193, 9.92839643494569E-6
0.196, 9.9949746251036E-6
0.199, 1.00575083556753E-5
0.202, 1.01158995890472E-5
0.205, 1.01748349396816E-5
0.208, 1.02320743863414E-5
0.211, 1.02839020503241E-5
0.214, 1.03367527281984E-5
0.217, 1.03902772967829E-5
0.22, 1.04377520502113E-5
0.223, 1.04845560093576E-5
0.226, 1.05304115450889E-5
0.229, 1.0573684965201E-5
0.232, 1.06168522087374E-5
0.235, 1.06584286299289E-5
0.238, 1.06986463535556E-5
0.241, 1.07349131842594E-5
0.244, 1.07735905115283E-5
0.247, 1.08109312815515E-5
0.25, 1.08467700165876E-5
0.253, 1.0879405618032E-5
0.256, 1.09124881833445E-5
0.259, 1.09434540613229E-5
0.262, 1.09742447333612E-5
0.265, 1.10040775374899E-5
0.268, 1.10356551362687E-5
0.271, 1.10654734473308E-5
0.274, 1.10915000038323E-5
0.277, 1.11194154893014E-5
0.28, 1.11442823121964E-5
0.283, 1.11721593823575E-5
0.286, 1.11953744558379E-5
0.289, 1.12221210859099E-5
0.292, 1.12407316661721E-5
0.295, 1.12659164197855E-5
0.298, 1.12889026196497E-5
0.301, 1.13117668283567E-5
0.304, 1.13347245492945E-5
0.307, 1.1354517359E-5
0.31, 1.13762836687556E-5
0.313, 1.13962912446525E-5
0.316, 1.14149341200438E-5
0.319, 1.14363847484666E-5
0.322, 1.14558361400925E-5
0.325, 1.14763874950948E-5
0.328, 1.14939768428001E-5
0.331, 1.15121357859276E-5
0.334, 1.15276437963603E-5
0.337, 1.1548403589441E-5
0.34, 1.15655468515508E-5
0.343, 1.15821856311402E-5
0.346, 1.15993530731035E-5
0.349, 1.16181581571604E-5

0.43938059069161, 1.20342762547055E-5

-0.272, -1.10000185339343E-5
-0.269, -1.0971736845497E-5
-0.266, -1.09462794548304E-5
-0.263, -1.09162498814158E-5
-0.26, -1.08845359730212E-5
-0.257, -1.08540220485408E-5
-0.254, -1.08235948498688E-5
-0.251, -1.07919462808919E-5
-0.248, -1.07612446336845E-5
-0.245, -1.07256487036221E-5
-0.242, -1.06901224526663E-5
-0.239, -1.06495489430343E-5
-0.236, -1.06131755388057E-5
-0.233, -1.05761224745498E-5
-0.23, -1.05309113233169E-5
-0.227, -1.04921710876756E-5
-0.224, -1.04491335316996E-5
-0.221, -1.04028402031706E-5
-0.218, -1.03575389993559E-5
-0.215, -1.03089001542726E-5
-0.212, -1.02609999084135E-5
-0.209, -1.02070758327151E-5
-0.206, -1.01552357645628E-5
-0.203, -1.00989839532842E-5
-0.2, -1.00423714665564E-5
-0.197, -9.98320702662929E-6
-0.194, -9.92569010158395E-6
-0.191, -9.85960284774858E-6
-0.188, -9.79329924099617E-6
-0.185, -9.72731491561459E-6
-0.182, -9.65865378812238E-6
-0.179, -9.5860907669251E-6
-0.176, -9.51371241145616E-6
-0.173, -9.43751395176328E-6
-0.17, -9.35551987064117E-6
-0.167, -9.2759552679651E-6
-0.164, -9.18994889848179E-6
-0.161, -9.10394534822515E-6
-0.158, -9.01464347406462E-6
-0.155, -8.92069691884102E-6
-0.152, -8.82696184320601E-6
-0.149, -8.72643940406979E-6
-0.146, -8.62489257745874E-6
-0.143, -8.52314117591875E-6
-0.14, -8.41689723844738E-6
-0.137, -8.30698850018029E-6
-0.134, -8.19607222561777E-6
-0.131, -8.08089473857228E-6
-0.128, -7.95948069117011E-6
-0.125, -7.83854333028797E-6
-0.122, -7.71721929302844E-6
-0.119, -7.58957860024575E-6
-0.116, -7.45941273310585E-6
-0.113, -7.32361075277768E-6
-0.11, -7.18689895819248E-6
-0.107, -7.04790164395788E-6
-0.104, -6.90626165416481E-6
-0.101, -6.76356896897578E-6
-0.098, -6.61417362345624E-6
-0.095, -6.46209089151079E-6
-0.092, -6.30862140606728E-6
-0.0890000000000001, -6.15133054331535E-6
-0.0860000000000001, -5.99156542358278E-6
-0.083, -5.82849407323735E-6
-0.08, -5.66666044402096E-6
-0.077, -5.4951326521687E-6
-0.0740000000000001, -5.32374838913971E-6
-0.071, -5.15214469310422E-6
-0.068, -4.97431595077968E-6
-0.065, -4.79622027936321E-6
-0.0620000000000001, -4.61316321656055E-6
-0.0590000000000001, -4.43005070106558E-6
-0.0560000000000001, -4.24087540227828E-6
-0.053, -4.05207382284734E-6
-0.0500000000000001, -3.86114864808578E-6
-0.047, -3.6653100115343E-6
-0.044, -3.46799348278593E-6
-0.041, -3.26873932504009E-6
-0.038, -3.06330096370144E-6
-0.035, -2.85875205436025E-6
-0.0320000000000001, -2.65172631202099E-6
-0.0290000000000001, -2.44274450196211E-6
-0.026, -2.225536119835E-6
-0.023, -2.00750161927526E-6
-0.02, -1.78984551994365E-6
-0.017, -1.56067685999281E-6
-0.014, -1.33336416512393E-6
-0.011, -1.10282561668685E-6
-0.00800000000000003, -8.65192836504217E-7
-0.00500000000000003, -6.23583316162876E-7
-0.00200000000000003, -3.75572539336504E-7
0.000999999999999973, -1.22906649709889E-7
0.00399999999999998, 1.3218779439945E-7
0.00699999999999998, 3.8784280644577E-7
0.00999999999999998, 6.38909445555559E-7
0.013, 8.8758682249778E-7
0.016, 1.13274958843516E-6
0.0189999999999999, 1.37739956099131E-6
0.0219999999999999, 1.61339246435667E-6
0.0249999999999999, 1.84834364432718E-6
0.0279999999999999, 2.07828242639056E-6
0.0309999999999999, 2.30435078205196E-6
0.0339999999999999, 2.52752651704117E-6
0.0369999999999999, 2.74575071648058E-6
0.04, 2.96104380292374E-6
0.043, 3.17552927383235E-6
0.046, 3.38098127887096E-6
0.049, 3.58856837349254E-6
0.052, 3.7882130590695E-6
0.055, 3.98848979472706E-6
0.058, 4.18822752498888E-6
0.061, 4.37698503057953E-6
0.064, 4.56971019730597E-6
0.067, 4.75549525641641E-6
0.07, 4.93931931036087E-6
0.073, 5.12080220728986E-6
0.076, 5.29868661257185E-6
0.079, 5.47657889806171E-6
0.0819999999999999, 5.64502985789411E-6
0.0849999999999999, 5.81732555943997E-6
0.0879999999999999, 5.98096867284079E-6
0.0909999999999999, 6.14693937521306E-6
0.0939999999999999, 6.30483302454752E-6
0.0969999999999999, 6.46105304554433E-6
0.1, 6.61862953550795E-6
0.103, 6.7690869082629E-6
0.106, 6.91498190262202E-6
0.109, 7.06002877806563E-6
0.112, 7.20259866068756E-6
0.115, 7.34369594960958E-6
0.118, 7.47762497115335E-6
0.121, 7.60934467287012E-6
0.124, 7.7383106885486E-6
0.127, 7.86558578510905E-6
0.13, 7.99051369995622E-6
0.133, 8.1078759116211E-6
0.136, 8.22935579301342E-6
0.139, 8.34092623162132E-6
0.142, 8.45414279549851E-6
0.145, 8.56464218867198E-6
0.148, 8.67121024598275E-6
0.151, 8.77367059434569E-6
0.154, 8.87075331703661E-6
0.157, 8.96883506267631E-6
0.16, 9.06301305719328E-6
0.163, 9.15386833511692E-6
0.166, 9.24197609342473E-6
0.169, 9.32925074009847E-6
0.172, 9.41430721217785E-6
0.175, 9.49543304157468E-6
0.178, 9.57226306363103E-6
0.181, 9.64820805628285E-6
0.184, 9.72176599152023E-6
0.187, 9.79316893485273E-6
0.19, 9.86240048929816E-6
0.193, 9.92675703199173E-6
0.196, 9.99339626521489E-6
0.199, 1.00523556571961E-5
0.202, 1.01156548317588E-5
0.205, 1.0171227736233E-5
0.208, 1.02311383223616E-5
0.211, 1.02823202714301E-5
0.214, 1.0337015118438E-5
0.217, 1.03874387736796E-5
0.22, 1.04349130745264E-5
0.223, 1.04838493930005E-5
0.226, 1.05264773965419E-5
0.229, 1.05730537713812E-5
0.232, 1.06153770906647E-5
0.235, 1.06557312703769E-5
0.238, 1.06965321067094E-5
0.241, 1.07349527197166E-5
0.244, 1.0772426686982E-5
0.247, 1.08099830332372E-5
0.25, 1.08445636148986E-5
0.253, 1.0879051183285E-5
0.256, 1.09128192439066E-5
0.259, 1.09419745535917E-5
0.262, 1.09762506259965E-5
0.265, 1.10057403095498E-5
0.268, 1.10349974288575E-5
0.271, 1.10627931012137E-5
0.274, 1.10914410430905E-5
0.277, 1.11171632283405E-5
0.28, 1.11455552143474E-5
0.283, 1.11686226117357E-5
0.286, 1.11948524042776E-5
0.289, 1.12185470080059E-5
0.292, 1.12432351262858E-5
0.295, 1.12657543613229E-5
0.298, 1.12895701964831E-5
0.301, 1.13127492788431E-5
0.304, 1.133434497543E-5
0.307, 1.13543263354059E-5
0.31, 1.13740348975176E-5
0.313, 1.13966935472538E-5
0.316, 1.14169704488386E-5
0.319, 1.14367543972625E-5
0.322, 1.1456495798137E-5
0.325, 1.14752050807401E-5
0.328, 1.1495572491955E-5
0.331, 1.15122367101643E-5
0.334, 1.15294254986086E-5
0.337, 1.15478643731229E-5
0.34, 1.1566518967807E-5
0.343, 1.15856819660104E-5
0.346, 1.15985188218724E-5
0.349, 1.16148326790507E-5
0.352, 1.16302875603942E-5

0.439341551072508, 1.20339602679889E-5

-0.275, -1.10295363209156E-5
-0.272, -1.10046042781691E-5
-0.269, -1.09755139536695E-5
-0.266, -1.09445118720983E-5
